7	Число избирательных бюллетеней в переносных ящиках для голосования	4614	23	136	155	10	28	148	130	117	147	65	107	105	199	240	32	55	67	247	32	23	20	35	46	22	45	39	10	17	71	37	10	7	91	71	86	33	54	31	30	33	35	62	35	2	23	75	5	89	58	104	10	43	138	40	544	2	81	4	18	35	48	22	5	8	19	0	0	255									
8	Число бюллетеней в стационарных ящиках для голосования	55665	1006	985	820	990	1047	1294	1024	902	878	819	991	901	1114	1063	882	939	870	922	998	1110	1230	1542	738	295	1321	2149	662	570	856	578	149	66	512	806	184	481	606	739	821	508	764	1353	817	183	211	809	214	534	1078	2260	480	1514	1202	536	1425	1349	696	86	257	904	1021	359	203	159	1224	1294	365	0									
9	Число недействительных избирательных бюллетеней	518	8	17	9	16	16	0	7	24	7	9	9	0	0	0	8	9	7	0	8	4	9	0	55	0	0	7	0	0	0	0	0	0	3	12	0	5	6	2	8	5	4	23	9	1	2	4	1	8	11	7	3	27	9	8	22	21	7	0	1	9	9	6	0	0	11	14	7	24									
10	Число действительных избирательных бюллетеней	59761	1021	1104	966	984	1059	1442	1147	995	1018	875	1089	1006	1313	1303	906	985	930	1169	1022	1129	1241	1577	729	317	1366	2181	672	587	927	615	159	73	600	865	270	509	654	768	843	536	795	1392	843	184	232	880	218	615	1125	2357	487	1530	1331	568	1947	1330	770	90	274	930	1060	375	208	167	1232	1280	358	231									
11	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																															
13	Бабурин Сергей Николаевич	297	3	3	4	3	8	5	10	5	7	3	4	6	21	10	4	5	8	6	3	4	9	1	2	0	5	16	3	3	0	1	0	0	0	4	3	2	3	6	3	4	4	5	2	0	2	3	2	0	7	9	2	10	7	2	14	4	6	0	1	5	6	3	0	0	9	3	3	1									
		0.49%	0.29%	0.27%	0.41%	0.30%	0.74%	0.35%	0.87%	0.49%	0.68%	0.34%	0.36%	0.60%	1.60%	0.77%	0.44%	0.50%	0.85%	0.51%	0.29%	0.35%	0.72%	0.06%	0.26%	0.00%	0.37%	0.73%	0.45%	0.51%	0.00%	0.16%	0.00%	0.00%	0.00%	0.46%	1.11%	0.39%	0.45%	0.78%	0.35%	0.74%	0.50%	0.35%	0.23%	0.00%	0.85%	0.34%	0.91%	0.00%	0.62%	0.38%	0.41%	0.64%	0.52%	0.35%	0.71%	0.30%	0.77%	0.00%	0.36%	0.53%	0.56%	0.79%	0.00%	0.00%	0.72%	0.23%	0.82%	0.39%									
14	Грудинин Павел Николаевич	6286	156	121	102	126	167	117	99	125	126	116	143	89	133	125	127	110	106	107	122	144	111	103	120	20	74	66	35	31	15	73	12	3	78	148	27	74	134	37	113	43	48	254	74	10	18	87	7	34	157	206	37	238	210	63	179	81	73	8	35	136	152	32	8	8	183	85	74	11									
		10.43%	15.16%	10.79%	10.46%	12.60%	15.53%	8.11%	8.58%	12.27%	12.29%	13.12%	13.02%	8.85%	10.13%	9.59%	13.89%	11.07%	11.31%	9.15%	11.84%	12.71%	8.88%	6.53%	15.31%	6.31%	5.42%	3.02%	5.21%	5.28%	1.62%	11.87%	7.55%	4.11%	12.94%	16.88%	10.00%	14.40%	20.30%	4.81%	13.28%	7.95%	6.01%	17.95%	8.69%	5.41%	7.69%	9.84%	3.20%	5.46%	13.82%	8.71%	7.55%	15.29%	15.67%	10.94%	9.09%	5.99%	9.40%	8.89%	12.73%	14.48%	14.22%	8.40%	3.85%	4.79%	14.72%	6.57%	20.27%	4.31%									
15	Жириновский Владимир Вольфович	2601	57	48	31	34	41	54	27	62	51	53	53	62	26	46	43	55	38	70	45	63	54	17	43	12	40	57	41	19	5	21	6	3	18	22	13	22	19	27	48	16	23	77	24	5	11	41	10	11	66	175	13	73	71	24	73	84	30	3	10	65	42	7	7	6	53	104	29	2									
		4.31%	5.54%	4.28%	3.18%	3.40%	3.81%	3.74%	2.34%	6.08%	4.98%	5.99%	4.83%	6.16%	1.98%	3.53%	4.70%	5.53%	4.06%	5.99%	4.37%	5.56%	4.32%	1.08%	5.48%	3.79%	2.93%	2.61%	6.10%	3.24%	0.54%	3.41%	3.77%	4.11%	2.99%	2.51%	4.81%	4.28%	2.88%	3.51%	5.64%	2.96%	2.88%	5.44%	2.82%	2.70%	4.70%	4.64%	4.57%	1.77%	5.81%	7.40%	2.65%	4.69%	5.30%	4.17%	3.71%	6.22%	3.86%	3.33%	3.64%	6.92%	3.93%	1.84%	3.37%	3.59%	4.26%	8.04%	7.95%	0.78%									
16	Путин Владимир Владимирович	49069	771	895	804	788	819	1249	983	772	802	682	852	835	1105	1083	698	787	738	942	821	877	1034	1447	552	284	1218	1949	579	531	907	518	141	67	494	684	226	401	488	686	668	464	704	1028	735	169	200	733	192	565	879	1935	422	1160	996	466	1623	1114	640	79	223	697	819	324	190	148	930	1014	232	211									
		81.40%	74.93%	79.84%	82.46%	78.80%	76.19%	86.62%	85.18%	75.76%	78.24%	77.15%	77.60%	83.00%	84.16%	83.12%	76.37%	79.18%	78.76%	80.58%	79.71%	77.41%	82.72%	91.76%	70.41%	89.59%	89.17%	89.08%	86.16%	90.46%	97.84%	84.23%	88.68%	91.78%	81.92%	77.99%	83.70%	78.02%	73.94%	89.09%	78.50%	85.77%	88.11%	72.65%	86.27%	91.35%	85.47%	82.92%	87.67%	90.69%	77.38%	81.85%	86.12%	74.50%	74.33%	80.90%	82.43%	82.46%	82.37%	87.78%	81.09%	74.23%	76.61%	85.04%	91.35%	88.62%	74.82%	78.36%	63.56%	82.75%									
17	Собчак Ксения Анатольевна	597	16	13	7	14	8	1	5	9	12	5	12	7	9	12	8	12	16	21	11	10	13	2	6	0	12	44	8	0	0	1	0	0	6	1	0	1	6	4	4	4	3	10	2	0	0	6	1	2	6	15	5	22	17	7	26	31	6	0	0	9	20	5	3	3	19	47	11	1									
		0.99%	1.55%	1.16%	0.72%	1.40%	0.74%	0.07%	0.43%	0.88%	1.17%	0.57%	1.09%	0.70%	0.69%	0.92%	0.88%	1.21%	1.71%	1.80%	1.07%	0.88%	1.04%	0.13%	0.77%	0.00%	0.88%	2.01%	1.19%	0.00%	0.00%	0.16%	0.00%	0.00%	0.99%	0.11%	0.00%	0.19%	0.91%	0.52%	0.47%	0.74%	0.38%	0.71%	0.23%	0.00%	0.00%	0.68%	0.46%	0.32%	0.53%	0.63%	1.02%	1.41%	1.27%	1.22%	1.32%	2.29%	0.77%	0.00%	0.00%	0.96%	1.87%	1.31%	1.44%	1.80%	1.53%	3.63%	3.01%	0.39%									
18	Сурайкин Максим Александрович	324	8	5	9	4	7	3	6	9	3	3	10	3	2	6	9	6	9	7	1	8	10	3	0	0	4	13	3	1	0	0	0	0	3	4	1	5	3	5	5	3	5	6	0	0	1	2	2	2	4	13	6	14	13	4	14	6	8	0	5	8	6	1	0	1	11	5	4	2									
		0.54%	0.78%	0.45%	0.92%	0.40%	0.65%	0.21%	0.52%	0.88%	0.29%	0.34%	0.91%	0.30%	0.15%	0.46%	0.98%	0.60%	0.96%	0.60%	0.10%	0.71%	0.80%	0.19%	0.00%	0.00%	0.29%	0.59%	0.45%	0.17%	0.00%	0.00%	0.00%	0.00%	0.50%	0.46%	0.37%	0.97%	0.45%	0.65%	0.59%	0.55%	0.63%	0.42%	0.00%	0.00%	0.43%	0.23%	0.91%	0.32%	0.35%	0.55%	1.22%	0.90%	0.97%	0.69%	0.71%	0.44%	1.03%	0.00%	1.82%	0.85%	0.56%	0.26%	0.00%	0.60%	0.88%	0.39%	1.10%	0.78%									
19	Титов Борис Юрьевич	324	6	9	3	12	3	7	9	8	10	5	7	2	5	15	10	8	11	15	7	10	8	2	1	1	6	23	1	1	0	1	0	0	1	1	0	3	1	2	2	0	5	6	4	0	0	5	3	1	3	1	1	5	12	1	9	4	5	0	0	4	9	1	0	0	14	10	4	1									
		0.54%	0.58%	0.80%	0.31%	1.20%	0.28%	0.49%	0.78%	0.79%	0.98%	0.57%	0.64%	0.20%	0.38%	1.15%	1.09%	0.80%	1.17%	1.28%	0.68%	0.88%	0.64%	0.13%	0.13%	0.32%	0.44%	1.05%	0.15%	0.17%	0.00%	0.16%	0.00%	0.00%	0.17%	0.11%	0.00%	0.58%	0.15%	0.26%	0.24%	0.00%	0.63%	0.42%	0.47%	0.00%	0.00%	0.57%	1.37%	0.16%	0.26%	0.04%	0.20%	0.32%	0.90%	0.17%	0.46%	0.30%	0.64%	0.00%	0.00%	0.43%	0.84%	0.26%	0.00%	0.00%	1.13%	0.77%	1.10%	0.39%									
20	Явлинский Григорий Алексеевич	263	4	10	6	3	6	6	8	5	7	8	8	2	12	6	7	2	4	1	12	13	2	2	5	0	7	13	2	1	0	0	0	0	0	1	0	1	0	1	0	2	3	6	2	0	0	3	1	0	3	3	1	8	5	1	9	6	2	0	0	6	6	2	0	1	13	12	1	2									
		0.44%	0.39%	0.89%	0.62%	0.30%	0.56%	0.42%	0.69%	0.49%	0.68%	0.90%	0.73%	0.20%	0.91%	0.46%	0.77%	0.20%	0.43%	0.09%	1.17%	1.15%	0.16%	0.13%	0.64%	0.00%	0.51%	0.59%	0.30%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.19%	0.00%	0.13%	0.00%	0.37%	0.38%	0.42%	0.23%	0.00%	0.00%	0.34%	0.46%	0.00%	0.26%	0.13%	0.20%	0.51%	0.37%	0.17%	0.46%	0.44%	0.26%	0.00%	0.00%	0.64%	0.56%	0.52%	0.00%	0.60%	1.05%	0.93%	0.27%	0.78%									
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
