Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Бугульминская городская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141									
1	Число избирателей, включенных в список избирателей	66258	1592	1841	1932	1525	1634	1001	1025	1136	1422	1184	1096	1797	1231	1279	1450	1368	1699	1059	1032	1181	1049	1277	1239	1614	1138	1166	1283	1660	1570	1583	1149	1078	1006	1321	1705	1399	1623	1551	1713	1387	1028	992	1568	1751	898	1200	1498	1771	250	307									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	67094	1601	1753	1960	1551	1657	1031	1032	1139	1460	1218	1102	1791	1233	1333	1447	1375	1703	1111	1075	1195	1089	1294	1245	1663	1139	1184	1330	1663	1577	1600	1147	1089	1158	1343	1709	1426	1632	1578	1714	1371	1035	994	1600	1793	906	1201	1511	1779	250	307									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	54939	1354	1590	1669	1230	1357	835	843	958	1166	1003	917	1582	793	968	1226	1124	1437	835	850	999	897	1069	1034	1356	957	983	1003	1395	1281	1330	899	824	793	1127	1325	1096	1381	1284	1471	1184	794	760	1332	1558	822	983	1324	1384	250	307									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3958	63	49	66	119	81	46	61	44	100	47	70	89	297	157	93	93	92	105	70	62	60	72	69	69	58	43	54	65	101	68	114	51	101	49	192	148	20	58	57	44	108	113	67	45	35	59	95	139	0	0									
6	Число погашенных избирательных бюллетеней	8197	184	114	225	202	219	150	128	137	194	168	115	120	143	208	128	158	174	171	155	134	132	153	142	238	124	158	273	203	195	202	134	214	264	167	192	182	231	236	186	143	133	121	201	190	49	159	92	256	0	0									
