Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Карагайская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327					
1	"Число избирателей, внесенных в список избирателей"	18797	297	163	1313	692	380	1171	227	1249	311	540	1487	1460	760	671	196	1259	1260	726	797	703	697	340	974	186	379	260	299					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18864	304	156	1329	683	385	1182	222	1246	312	547	1494	1477	711	686	203	1297	1271	722	793	711	680	333	992	185	393	260	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	7	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6529	105	67	473	214	159	407	95	402	57	104	600	637	293	244	106	422	413	199	182	170	284	146	255	73	188	96	138					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1949	37	36	26	81	75	193	19	148	73	89	37	25	52	89	25	34	20	118	153	175	81	25	193	26	53	31	35					
6	Число погашенных избирательных бюллетеней	10351	162	53	830	383	151	582	108	696	182	354	857	815	366	353	72	841	838	405	458	366	315	162	521	79	152	133	117					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1984	37	36	26	86	75	193	19	148	73	89	37	25	52	89	25	34	20	118	153	175	81	25	216	33	53	31	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6527	105	67	473	214	159	407	95	402	57	104	598	637	293	244	106	422	413	199	182	170	284	146	255	73	188	96	138					
9	Число недействительных избирательных бюллетеней	107	3	1	10	2	6	3	2	7	0	5	7	6	5	3	1	4	5	3	5	6	5	3	4	1	2	2	6					
10	Число действительных избирательных бюллетеней	8404	139	102	489	298	228	597	112	543	130	188	628	656	340	330	130	452	428	314	330	339	360	168	467	105	239	125	167					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	372	11	5	15	10	10	15	10	10	6	10	20	20	20	20	5	25	25	15	15	15	15	10	15	10	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	130	8	0	10	1	10	5	1	5	0	1	8	18	4	1	5	11	4	1	3	1	1	5	4	1	15	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	54	1	1	3	1	2	1	5	6	1	1	2	7	4	3	0	4	0	1	2	0	3	0	0	0	1	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	242	3	5	5	9	0	10	9	5	6	9	12	2	16	19	0	14	21	14	12	14	14	5	11	9	5	6	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	981	14	10	31	48	28	79	6	75	13	29	90	88	39	36	14	55	55	45	21	37	33	15	45	8	31	16	20					
		11.53%	9.86%	9.71%	6.21%	16.00%	11.97%	13.17%	5.26%	13.64%	10.00%	15.03%	14.17%	13.29%	11.30%	10.81%	10.69%	12.06%	12.70%	14.20%	6.27%	10.72%	9.04%	8.77%	9.55%	7.55%	12.86%	12.60%	11.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1575	20	24	82	43	49	104	15	124	28	41	136	122	50	65	28	82	90	54	62	56	53	29	87	22	44	22	43					
		18.51%	14.08%	23.30%	16.43%	14.33%	20.94%	17.33%	13.16%	22.55%	21.54%	21.24%	21.42%	18.43%	14.49%	19.52%	21.37%	17.98%	20.79%	17.03%	18.51%	16.23%	14.52%	16.96%	18.47%	20.75%	18.26%	17.32%	24.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	1	1	3	4	2	8	1	4	3	1	10	11	5	1	4	5	5	3	2	3	0	0	5	3	3	2	2					
		1.08%	0.70%	0.97%	0.60%	1.33%	0.85%	1.33%	0.88%	0.73%	2.31%	0.52%	1.57%	1.66%	1.45%	0.30%	3.05%	1.10%	1.15%	0.95%	0.60%	0.87%	0.00%	0.00%	1.06%	2.83%	1.24%	1.57%	1.16%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2212	36	14	216	79	38	150	24	94	13	40	140	209	120	94	19	122	112	93	79	77	113	53	138	17	43	35	44					
		25.99%	25.35%	13.59%	43.29%	26.33%	16.24%	25.00%	21.05%	17.09%	10.00%	20.73%	22.05%	31.57%	34.78%	28.23%	14.50%	26.75%	25.87%	29.34%	23.58%	22.32%	30.96%	30.99%	29.30%	16.04%	17.84%	27.56%	25.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	131	1	1	6	3	2	15	1	11	4	0	11	16	5	3	1	9	7	3	3	6	5	1	11	0	1	1	4					
		1.54%	0.70%	0.97%	1.20%	1.00%	0.85%	2.50%	0.88%	2.00%	3.08%	0.00%	1.73%	2.42%	1.45%	0.90%	0.76%	1.97%	1.62%	0.95%	0.90%	1.74%	1.37%	0.58%	2.34%	0.00%	0.41%	0.79%	2.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3375	67	52	149	118	107	236	65	232	68	75	238	209	120	130	64	177	158	116	162	157	155	69	179	55	115	49	53					
