Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Шарыповская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112					
1	"Число избирателей, внесенных в список избирателей"	11887	1188	173	132	112	197	632	267	236	134	128	226	853	314	149	185	604	606	106	344	146	397	1145	337	365	292	194	399	970	131	250	281	325	69					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11825	1180	165	135	110	190	620	255	219	129	123	215	840	310	139	185	600	600	96	320	140	618	1150	300	365	270	175	390	960	124	245	275	317	65					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6820	512	116	79	71	143	412	193	158	83	97	140	434	160	94	76	360	327	68	201	91	364	616	231	269	190	107	208	415	63	148	143	199	52					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	608	41	1	11	6	12	21	25	3	10	7	15	29	13	7	33	37	29	5	23	11	33	21	8	18	18	0	17	99	5	18	12	19	1					
6	Число погашенных избирательных бюллетеней	4397	627	48	45	33	35	187	37	58	36	19	60	377	137	38	76	203	244	23	96	38	221	513	61	78	62	68	165	446	56	79	120	99	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	608	41	1	11	6	12	21	25	3	10	7	15	29	13	7	33	37	29	5	23	11	33	21	8	18	18	0	17	99	5	18	12	19	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6820	512	116	79	71	143	412	193	158	83	97	140	434	160	94	76	360	327	68	201	91	364	616	231	269	190	107	208	415	63	148	143	199	52					
9	Число недействительных избирательных бюллетеней	106	17	2	3	2	3	7	3	1	2	2	3	4	0	1	3	7	4	1	1	2	1	6	2	2	5	0	4	5	1	0	7	5	0					
10	Число действительных избирательных бюллетеней	7322	536	115	87	75	152	426	215	160	91	102	152	459	173	100	106	390	352	72	223	100	396	631	237	285	203	107	221	509	67	166	148	213	53					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	346	27	5	5	5	5	30	5	5	5	5	5	30	5	5	5	20	20	5	9	5	30	30	5	5	5	5	5	30	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	89	1	0	0	0	0	2	1	0	0	0	0	8	0	2	0	3	3	0	0	0	12	28	5	5	0	5	3	9	0	0	0	1	1					
