Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Кирово-Чепецкая																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в списки избирателей"	18694	321	995	259	338	1031	1219	848	1824	452	2416	989	726	2672	513	207	787	1181	794	1122					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18265	500	960	300	350	1000	1200	800	1600	450	2300	1100	650	2500	490	265	800	1100	800	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11637	320	671	220	225	549	702	510	989	265	1705	623	429	1490	373	161	505	805	476	619					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1811	0	95	21	29	162	46	142	224	31	167	112	11	224	49	0	141	124	100	133					
6	Число погашенных избирательных бюллетеней	4817	180	194	59	96	289	452	148	387	154	428	365	210	786	68	104	154	171	224	348					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1811	0	95	21	29	162	46	142	224	31	167	112	11	224	49	0	141	124	100	133					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11626	320	671	220	225	549	702	510	982	265	1705	623	429	1486	373	161	505	805	476	619					
9	Число недействительных избирательных бюллетеней	106	4	2	2	4	2	6	9	14	4	5	8	3	10	9	6	4	5	1	8					
10	Число действительных избирательных бюллетеней	13331	316	764	239	250	709	742	643	1192	292	1867	727	437	1700	413	155	642	924	575	744					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	582	0	26	3	20	20	16	61	33	20	48	28	10	71	26	5	63	40	52	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	579	0	26	2	20	20	16	61	33	20	48	28	8	71	26	5	63	40	52	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	335	108	13	10	2	10	5	15	33	4	15	10	11	19	16	10	21	7	16	10					
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	0	0	3	0	1	1	1	1	0	5	1	0	3	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	852	16	44	13	12	77	46	118	52	37	19	62	22	110	35	3	38	55	43	50					
		6.34%	5.00%	5.74%	5.39%	4.72%	10.83%	6.15%	18.10%	4.31%	12.50%	1.01%	8.44%	5.00%	6.43%	8.29%	1.86%	5.88%	5.92%	7.47%	6.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	73	2	2	2	0	4	6	3	5	2	5	2	8	13	3	2	3	1	6	4					
		0.54%	0.63%	0.26%	0.83%	0.00%	0.56%	0.80%	0.46%	0.41%	0.68%	0.27%	0.27%	1.82%	0.76%	0.71%	1.24%	0.46%	0.11%	1.04%	0.53%					
20	3.Политическая партия «Демократическая партия России»	18	0	1	0	0	1	2	1	1	0	3	1	0	2	1	0	2	1	0	2					
		0.13%	0.00%	0.13%	0.00%	0.00%	0.14%	0.27%	0.15%	0.08%	0.00%	0.16%	0.14%	0.00%	0.12%	0.24%	0.00%	0.31%	0.11%	0.00%	0.27%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	982	60	53	15	17	48	66	63	90	27	29	68	32	116	20	8	64	61	19	126					
		7.31%	18.75%	6.92%	6.22%	6.69%	6.75%	8.82%	9.66%	7.46%	9.12%	1.55%	9.25%	7.27%	6.78%	4.74%	4.97%	9.91%	6.57%	3.30%	16.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	62	4	2	2	1	6	2	7	4	2	4	1	1	16	0	1	0	3	2	4					
		0.46%	1.25%	0.26%	0.83%	0.39%	0.84%	0.27%	1.07%	0.33%	0.68%	0.21%	0.14%	0.23%	0.94%	0.00%	0.62%	0.00%	0.32%	0.35%	0.53%					
23	6.Политическая партия «Партия социальной справедливости»	57	2	0	0	2	1	1	0	2	0	5	1	1	2	0	0	3	34	1	2					
		0.42%	0.63%	0.00%	0.00%	0.79%	0.14%	0.13%	0.00%	0.17%	0.00%	0.27%	0.14%	0.23%	0.12%	0.00%	0.00%	0.46%	3.66%	0.17%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	1373	29	67	18	31	49	109	68	174	26	26	68	70	206	49	22	102	104	48	107					
		10.22%	9.06%	8.75%	7.47%	12.20%	6.89%	14.57%	10.43%	14.43%	8.78%	1.39%	9.25%	15.91%	12.05%	11.61%	13.66%	15.79%	11.19%	8.33%	14.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	696	26	31	15	6	37	73	49	55	11	12	53	42	137	10	10	52	0	24	53					
		5.18%	8.13%	4.05%	6.22%	2.36%	5.20%	9.76%	7.52%	4.56%	3.72%	0.64%	7.21%	9.55%	8.01%	2.37%	6.21%	8.05%	0.00%	4.17%	7.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	101	5	7	2	2	3	4	13	2	0	7	7	5	18	3	1	2	9	4	7					
		0.75%	1.56%	0.91%	0.83%	0.79%	0.42%	0.53%	1.99%	0.17%	0.00%	0.37%	0.95%	1.14%	1.05%	0.71%	0.62%	0.31%	0.97%	0.69%	0.93%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9035	163	552	170	179	483	429	319	796	186	1750	453	253	1067	290	108	373	655	424	385					
		67.24%	50.94%	72.06%	70.54%	70.47%	67.93%	57.35%	48.93%	66.00%	62.84%	93.48%	61.63%	57.50%	62.40%	68.72%	67.08%	57.74%	70.51%	73.61%	51.20%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	82	9	5	2	0	0	4	2	11	1	7	11	3	13	2	0	3	1	4	4					
		0.61%	2.81%	0.65%	0.83%	0.00%	0.00%	0.53%	0.31%	0.91%	0.34%	0.37%	1.50%	0.68%	0.76%	0.47%	0.00%	0.46%	0.11%	0.69%	0.53%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
