Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Усть-Кубинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793					
1	"Число избирателей, внесенных в списки избирателей"	7107	1704	1386	241	214	407	135	458	232	491	247	729	376	141	346					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6730	1545	1325	230	200	400	130	445	230	465	250	690	350	145	325					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4849	1258	1070	192	154	233	85	330	82	291	166	409	276	100	203					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1161	126	82	26	29	130	35	47	116	127	46	218	46	33	100					
6	Число погашенных избирательных бюллетеней	720	161	173	12	17	37	10	68	32	47	38	63	28	12	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1161	126	82	26	29	130	35	47	116	127	46	218	46	33	100					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4848	1257	1070	192	154	233	85	330	82	291	166	409	276	100	203					
9	Число недействительных избирательных бюллетеней	53	27	5	1	1	1	3	5	1	1	1	1	3	1	2					
10	Число действительных избирательных бюллетеней	5956	1356	1147	217	182	362	117	372	197	417	211	626	319	132	301					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	473	85	85	10	15	48	10	27	25	35	25	43	20	20	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	438	83	85	6	11	44	8	27	25	34	21	40	15	18	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	219	44	39	11	6	21	8	12	5	22	6	9	9	14	13					
14	Число погашенных неиспользованных открепительных удостоверений	35	2	0	4	4	4	2	0	0	1	4	3	5	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	127	15	20	1	8	9	8	13	4	4	13	11	11	3	7					
