Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Некоузская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №860					
1	"Число избирателей, внесенных в список"	15664	1055	1051	279	251	227	398	198	301	378	187	340	1161	301	722	249	228	246	112	78	268	803	187	645	382	89	1106	759	1021	927	1051	664					
2	Число полученных избирательных бюллетеней	15750	1058	1029	280	252	227	394	201	307	370	191	341	1169	300	720	251	225	245	110	82	378	786	190	648	383	91	1120	764	981	928	1057	672					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8131	662	668	67	154	112	137	70	58	154	81	146	776	59	348	106	102	147	34	23	173	456	64	275	217	43	627	420	545	473	528	406					
5	"Число избирательных бюллетеней, выданных вне помещения"	2378	30	72	113	33	52	151	68	173	137	70	135	34	161	113	57	42	62	57	46	95	41	88	179	15	25	56	49	78	41	80	25					
6	Число погашенных избирательных бюллетеней	5241	366	289	100	65	63	106	63	76	79	40	60	359	80	259	88	81	36	19	13	110	289	38	194	151	23	437	295	358	414	449	241					
7	Число избирательных бюллетеней в переносных ящиках	2378	30	72	113	33	52	151	68	173	137	70	135	34	161	113	57	42	62	57	46	95	41	88	179	15	25	56	49	78	41	80	25					
8	Число бюллетеней в стационарных ящиках для голосования	8127	660	668	67	154	112	137	70	58	154	81	146	775	59	348	106	102	147	34	23	173	456	64	275	217	43	627	420	545	473	528	405					
9	Число недействительных избирательных бюллетеней	143	5	6	0	4	3	9	1	2	2	2	7	13	0	16	2	4	5	0	0	6	3	0	6	2	0	14	7	7	6	6	5					
10	Число действительных избирательных бюллетеней	10362	685	734	180	183	161	279	137	229	289	149	274	796	220	445	161	140	204	91	69	262	494	152	448	230	68	669	462	616	508	602	425					
11	Число полученных открепительных  удостоверений	370	30	20	5	5	5	5	5	5	5	5	15	40	5	15	5	5	5	5	5	5	15	5	10	5	5	30	15	20	20	20	30					
12	Число выданных открепительных удостоверений	95	7	4	0	1	0	0	3	2	2	1	1	14	1	5	2	4	5	0	0	0	3	1	0	0	0	7	7	6	5	8	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	76	5	8	0	1	1	3	3	0	6	2	1	5	1	10	1	1	1	4	0	2	1	0	4	0	0	2	1	4	3	6	0					
14	Число неиспользованных открепительных удостоверений	275	23	16	5	4	5	5	2	3	3	4	14	26	4	10	3	1	0	5	5	5	12	4	10	5	5	23	8	14	15	12	24					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	327	21	20	0	4	4	6	3	1	8	4	12	54	2	11	3	1	8	2	0	7	7	0	6	5	4	26	11	16	11	30	40					
		3.11%	3.04%	2.70%	0.00%	2.14%	2.44%	2.08%	2.17%	0.43%	2.75%	2.65%	4.27%	6.67%	0.91%	2.39%	1.84%	0.69%	3.83%	2.20%	0.00%	2.61%	1.41%	0.00%	1.32%	2.16%	5.88%	3.81%	2.35%	2.57%	2.14%	4.93%	9.30%					
19	. Малышкин Олег Александрович	217	14	9	2	9	9	4	0	6	9	2	3	16	3	11	5	1	12	0	2	6	17	2	9	3	1	15	9	11	11	11	5					
		2.07%	2.03%	1.22%	1.11%	4.81%	5.49%	1.39%	0.00%	2.60%	3.09%	1.32%	1.07%	1.98%	1.36%	2.39%	3.07%	0.69%	5.74%	0.00%	2.90%	2.24%	3.42%	1.32%	1.98%	1.29%	1.47%	2.20%	1.92%	1.77%	2.14%	1.81%	1.16%					
20	. Миронов Сергей Михайлович	99	3	9	1	3	2	4	1	2	3	1	0	8	0	3	3	1	4	0	1	2	0	1	5	3	0	12	4	4	4	11	4					
		0.94%	0.43%	1.22%	0.56%	1.60%	1.22%	1.39%	0.72%	0.87%	1.03%	0.66%	0.00%	0.99%	0.00%	0.65%	1.84%	0.69%	1.91%	0.00%	1.45%	0.75%	0.00%	0.66%	1.10%	1.29%	0.00%	1.76%	0.85%	0.64%	0.78%	1.81%	0.93%					
21	. Путин Владимир Владимирович	7895	521	531	157	144	118	223	106	190	212	111	225	543	186	359	127	106	141	69	58	216	369	125	356	164	39	461	360	506	425	471	276					
		75.15%	75.51%	71.76%	87.22%	77.01%	71.95%	77.43%	76.81%	82.25%	72.85%	73.51%	80.07%	67.12%	84.55%	77.87%	77.91%	73.61%	67.46%	75.82%	84.06%	80.60%	74.25%	82.24%	78.41%	70.69%	57.35%	67.50%	76.76%	81.22%	82.68%	77.47%	64.19%					
22	. Хакамада Ирина Муцуовна	224	16	13	5	3	1	3	3	4	3	4	6	44	4	11	4	7	1	6	0	1	10	0	7	2	0	10	5	10	3	9	29					
		2.13%	2.32%	1.76%	2.78%	1.60%	0.61%	1.04%	2.17%	1.73%	1.03%	2.65%	2.14%	5.44%	1.82%	2.39%	2.45%	4.86%	0.48%	6.59%	0.00%	0.37%	2.01%	0.00%	1.54%	0.86%	0.00%	1.46%	1.07%	1.61%	0.58%	1.48%	6.74%					
