Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Фатежская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115					
1	"Число избирателей, внесенных в списки"	18323	1636	2783	488	734	853	145	1458	298	516	445	712	172	211	196	446	327	319	408	247	197	746	467	283	120	174	204	829	184	418	496	422	585	458	122	224					
2	"Число бюллетеней, полученных участковыми комиссиями"	18080	1570	2690	480	730	850	140	1480	300	500	450	700	170	200	195	440	330	305	390	245	205	750	470	285	120	175	210	815	180	400	490	425	590	455	120	225					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9516	916	1481	283	404	406	52	707	131	232	277	326	107	118	126	273	162	188	148	157	86	411	258	195	62	84	112	395	76	253	191	236	260	216	57	130					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2280	46	43	49	166	128	44	83	62	145	35	168	32	32	38	34	68	71	97	39	30	111	74	34	21	51	44	88	47	55	80	45	64	89	30	37					
6	Число погашенных бюллетеней	6284	608	1166	148	160	316	44	690	107	123	138	206	31	50	31	133	100	46	145	49	89	228	138	56	37	40	54	332	57	92	219	144	266	150	33	58					
7	Число бюллетеней в переносных ящиках для голосования	2280	46	43	49	166	128	44	83	62	145	35	168	32	32	38	34	68	71	97	39	30	111	74	34	21	51	44	88	47	55	80	45	64	89	30	37					
8	Число бюллетеней в стационарных ящиках для голосования	9515	916	1481	283	404	406	52	707	130	232	277	326	107	118	126	273	162	188	148	157	86	411	258	195	62	84	112	395	76	253	191	236	260	216	57	130					
9	Число недействительных бюллетеней	422	12	38	20	31	24	7	10	8	8	13	11	7	10	13	14	9	10	12	0	0	22	13	17	0	4	3	12	7	11	11	17	23	13	2	10					
10	Число действительных бюллетеней	11373	950	1486	312	539	510	89	780	184	369	299	483	132	140	151	293	221	249	233	196	116	500	319	212	83	131	153	471	116	297	260	264	301	292	85	157					
