Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
"Наименование Избирательной комиссии:    Самара, Куйбышевская"																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857					
1	"Число избирателей, внесенных в списки избирателей"	62748	2410	2284	2538	2311	1045	1424	2429	2564	1920	1301	1478	2185	2490	2170	2757	3255	1977	1698	1779	2766	2315	2642	2107	2114	2194	3082	1786	1943	1784					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57100	2000	2000	2500	2000	1000	1400	2400	2500	1900	1000	1400	2000	2500	2000	2500	3000	2000	1500	1500	2500	2000	2500	2000	2000	2000	2500	1500	1500	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26484	992	1063	1158	879	321	635	1099	1086	715	414	570	870	1139	1110	813	1560	779	746	709	1178	1024	1619	1021	995	971	1124	507	693	694					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1153	106	31	38	40	28	21	27	23	22	30	35	27	38	35	100	15	31	28	40	28	14	29	18	10	25	195	50	27	42					
6	Число погашенных избирательных бюллетеней	29463	902	906	1304	1081	651	744	1274	1391	1163	556	795	1103	1323	855	1587	1425	1190	726	751	1294	962	852	961	995	1004	1181	943	780	764					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1153	106	31	38	40	28	21	27	23	22	30	35	27	38	35	100	15	31	28	40	28	14	29	18	10	25	195	50	27	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26482	992	1063	1158	879	321	635	1099	1086	715	414	569	870	1139	1109	813	1560	779	746	709	1178	1024	1619	1021	995	971	1124	507	693	694					
9	Число недействительных избирательных бюллетеней	270	7	3	11	10	4	4	15	18	9	3	5	12	16	8	6	12	9	9	4	14	7	10	13	8	9	24	5	3	12					
10	Число действительных избирательных бюллетеней	27365	1091	1091	1185	909	345	652	1111	1091	728	441	599	885	1161	1136	907	1563	801	765	745	1192	1031	1638	1026	997	987	1295	552	717	724					
