Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
"Наименование Избирательной комиссии:    ТИК г.Орска, Советский район"																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293					
1	"Число избирателей, внесенных в списки"	55936	229	246	506	951	539	869	1197	1220	1673	921	1376	605	541	2279	2238	2245	2717	2356	1673	884	1507	1079	2211	1423	1600	2220	1762	2436	2194	882	1383	1999	877	1616	208	1908	1479	1635	877	439	936					
2	"Число бюллетеней, полученных участковыми комиссиями"	54150	220	250	600	880	1010	870	1120	1130	1580	890	1290	580	960	2170	2350	2250	2610	2220	1520	820	1380	1020	2020	1340	1520	2060	1700	2200	2040	880	1350	1750	840	1630	230	1750	1350	1540	920	420	890					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27979	139	216	506	452	487	335	497	538	751	368	607	269	524	1031	1202	1243	1396	1248	816	296	650	448	1199	642	830	1288	765	1320	1034	414	608	1050	334	816	208	986	759	577	536	143	451					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1246	5	8	0	22	52	67	35	27	28	29	65	7	17	19	34	14	42	12	17	37	27	33	59	24	38	29	49	20	38	18	54	47	91	3	0	21	18	27	28	11	74					
6	Число погашенных бюллетеней	24925	76	26	94	406	471	468	588	565	801	493	618	304	419	1120	1114	993	1172	960	687	487	703	539	762	674	652	743	886	860	968	448	688	653	415	811	22	743	573	936	356	266	365					
7	Число бюллетеней в переносных ящиках для голосования	1246	5	8	0	22	52	67	35	27	28	29	65	7	17	19	34	14	42	12	17	37	27	33	59	24	38	29	49	20	38	18	54	47	91	3	0	21	18	27	28	11	74					
8	Число бюллетеней в стационарных ящиках для голосования	27956	139	216	506	452	487	335	497	538	751	368	607	269	524	1031	1202	1229	1394	1248	816	296	650	448	1199	642	830	1283	765	1320	1034	414	606	1050	334	816	208	986	759	577	536	143	451					
9	Число недействительных бюллетеней	481	0	1	2	6	5	6	8	4	19	18	8	7	4	11	6	9	13	17	11	13	22	13	21	9	26	9	15	18	22	3	16	19	7	22	0	12	20	14	13	2	30					
10	Число действительных бюллетеней	28721	144	223	504	468	534	396	524	561	760	379	664	269	537	1039	1230	1234	1423	1243	822	320	655	468	1237	657	842	1303	799	1322	1050	429	644	1078	418	797	208	995	757	590	551	152	495					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	820	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	143	0	0	0	2	2	0	2	3	0	1	1	1	1	7	9	10	15	11	5	1	1	3	4	5	7	8	2	6	9	0	4	5	1	0	0	4	6	3	1	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	111	0	3	0	7	2	0	2	1	1	4	7	2	2	1	2	2	4	3	3	1	2	2	10	7	4	2	5	3	9	0	2	1	0	0	0	4	3	1	0	1	8					
14	Число погашенных открепительных удостоверений	677	20	20	20	18	18	20	18	17	20	19	19	19	19	13	11	10	5	9	15	19	19	17	16	15	13	12	18	14	11	20	16	15	19	20	20	16	14	17	19	18	19					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	275	1	1	3	4	2	2	5	10	9	6	6	3	8	7	14	11	11	9	9	2	9	4	10	10	9	9	7	2	10	6	4	12	4	11	0	12	8	6	9	0	10					
