Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Серышевская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19211	417	299	521	135	184	443	83	311	383	353	420	186	251	398	400	149	869	656	274	238	161	104	698	973	801	293	238	453	142	96	179	203	378	1359	1519	2705	1939									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19380	422	304	525	131	191	450	84	311	389	355	418	189	252	401	406	153	880	664	277	240	165	111	708	992	770	291	242	454	147	97	185	206	390	1370	1500	2740	1970									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8098	186	138	222	55	111	199	56	166	132	201	231	112	168	169	138	93	466	343	137	103	90	60	143	288	252	105	117	215	83	60	106	112	175	425	554	1105	782									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	968	27	26	12	5	11	39	3	35	61	52	10	9	17	30	9	4	24	40	4	15	14	11	98	85	15	24	19	22	10	11	8	13	72	15	70	20	28									
6	Число погашенных избирательных бюллетеней	10314	209	140	291	71	69	212	25	110	196	102	177	68	67	202	259	56	390	281	136	122	61	40	467	619	503	162	106	217	54	26	71	81	143	930	876	1615	1160									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	968	27	26	12	5	11	39	3	35	61	52	10	9	17	30	9	4	24	40	4	15	14	11	98	85	15	24	19	22	10	11	8	13	72	15	70	20	28									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8094	186	138	222	55	111	199	56	166	131	201	231	112	168	169	138	93	466	343	137	103	90	60	143	288	252	105	117	215	83	60	106	112	175	425	553	1103	782									
9	Число недействительных избирательных бюллетеней	209	3	2	4	4	4	3	1	1	4	4	5	6	3	6	4	3	11	8	5	6	9	1	1	5	6	5	2	4	2	3	4	1	4	11	11	39	14									
10	Число действительных избирательных бюллетеней	8853	210	162	230	56	118	235	58	200	188	249	236	115	182	193	143	94	479	375	136	112	95	70	240	368	261	124	134	233	91	68	110	124	243	429	612	1084	796									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	350	15	12	10	8	8	10	8	6	8	8	8	8	8	8	10	8	15	8	8	8	6	6	10	10	10	8	6	8	8	6	10	10	10	15	15	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	94	1	0	0	0	3	2	1	0	0	0	3	1	0	0	1	6	12	1	1	0	0	6	2	4	0	0	2	1	0	0	0	0	2	7	9	15	14									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	54	1	0	1	4	1	3	1	0	0	3	3	2	1	0	1	2	10	0	0	1	1	0	0	0	2	2	0	3	0	0	0	0	0	2	1	5	4									
14	Число погашенных неиспользованных открепительных удостоверений	256	14	12	10	8	5	8	7	6	8	8	5	7	8	8	9	2	3	7	7	8	6	0	8	6	10	8	4	7	8	6	10	10	8	8	6	0	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	3	7									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	92	2	1	5	0	0	1	0	3	0	0	0	2	4	0	5	1	4	3	1	3	1	0	1	2	5	2	2	4	0	0	3	0	2	2	9	13	11									
		1.02%	0.94%	0.61%	2.14%	0.00%	0.00%	0.42%	0.00%	1.49%	0.00%	0.00%	0.00%	1.65%	2.16%	0.00%	3.40%	1.03%	0.82%	0.78%	0.71%	2.54%	0.96%	0.00%	0.41%	0.54%	1.87%	1.55%	1.47%	1.69%	0.00%	0.00%	2.63%	0.00%	0.81%	0.45%	1.44%	1.16%	1.36%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	284	5	5	5	2	1	15	0	10	4	2	10	4	1	14	4	4	8	12	3	0	5	2	9	18	10	2	6	14	20	2	1	0	6	12	20	31	17									
		3.13%	2.35%	3.05%	2.14%	3.33%	0.82%	6.30%	0.00%	4.98%	2.08%	0.79%	4.15%	3.31%	0.54%	7.04%	2.72%	4.12%	1.63%	3.13%	2.13%	0.00%	4.81%	2.82%	3.73%	4.83%	3.75%	1.55%	4.41%	5.91%	21.51%	2.82%	0.88%	0.00%	2.43%	2.73%	3.21%	2.76%	2.10%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	224	3	5	9	2	1	10	1	7	5	5	5	4	2	6	4	1	4	10	3	3	3	0	5	15	8	2	3	6	2	0	3	0	5	22	19	23	18									
		2.47%	1.41%	3.05%	3.85%	3.33%	0.82%	4.20%	1.69%	3.48%	2.60%	1.98%	2.07%	3.31%	1.08%	3.02%	2.72%	1.03%	0.82%	2.61%	2.13%	2.54%	2.88%	0.00%	2.07%	4.02%	2.99%	1.55%	2.21%	2.53%	2.15%	0.00%	2.63%	0.00%	2.02%	5.00%	3.05%	2.05%	2.22%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3802	94	97	104	15	89	95	16	110	110	159	118	77	118	88	61	44	221	161	59	34	28	52	101	129	90	62	44	86	43	26	60	69	143	147	252	334	266									
		41.96%	44.13%	59.15%	44.44%	25.00%	72.95%	39.92%	27.12%	54.73%	57.29%	62.85%	48.96%	63.64%	63.78%	44.22%	41.50%	45.36%	45.10%	42.04%	41.84%	28.81%	26.92%	73.24%	41.91%	34.58%	33.71%	48.06%	32.35%	36.29%	46.24%	36.62%	52.63%	55.20%	57.89%	33.41%	40.45%	29.74%	32.84%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	3	0	0	0	0	1	1	0	0	3	1	0	0	2	1	0	6	4	1	0	1	1	0	5	3	0	0	0	0	0	2	0	1	4	4	3	7									
		0.60%	1.41%	0.00%	0.00%	0.00%	0.00%	0.42%	1.69%	0.00%	0.00%	1.19%	0.41%	0.00%	0.00%	1.01%	0.68%	0.00%	1.22%	1.04%	0.71%	0.00%	0.96%	1.41%	0.00%	1.34%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.40%	0.91%	0.64%	0.27%	0.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	0	1	0	1	0	0	3	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	3	0	2	0	1	1	2	3	2									
		0.29%	0.00%	0.61%	0.00%	1.67%	0.00%	0.00%	5.08%	0.00%	0.52%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.71%	0.00%	0.96%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	3.23%	0.00%	1.75%	0.00%	0.40%	0.23%	0.32%	0.27%	0.25%									
