Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Наровчатская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509					
1	"Число избирателей, внесенных в список"	10553	77	76	435	424	153	276	61	262	591	58	526	219	95	405	146	642	153	149	208	237	103	152	262	163	156	253	164	308	1917	1463	290	129					
2	Число полученных избирательных бюллетеней	10575	78	75	431	425	155	276	63	261	590	62	526	226	98	405	151	637	158	149	209	238	107	154	261	165	157	253	161	306	1902	1473	292	131					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8249	61	57	333	327	105	172	27	187	419	51	467	189	85	360	125	543	125	142	172	208	69	140	249	127	141	220	138	251	1484	902	264	109					
5	"Число избирательных бюллетеней, выданных вне помещения"	692	12	13	61	35	38	49	25	20	34	0	8	0	0	15	10	0	12	2	16	19	18	10	0	25	0	21	15	31	53	137	0	13					
6	Число погашенных избирательных бюллетеней	1634	5	5	37	63	12	55	11	54	137	11	51	37	13	30	16	94	21	5	21	11	20	4	12	13	16	12	8	24	365	434	28	9					
7	Число избирательных бюллетеней в переносных ящиках	692	12	13	61	35	38	49	25	20	34	0	8	0	0	15	10	0	12	2	16	19	18	10	0	25	0	21	15	31	53	137	0	13					
8	Число бюллетеней в стационарных ящиках для голосования	8249	61	57	333	327	105	172	27	187	419	51	467	189	85	360	125	543	125	142	172	208	69	140	249	127	141	220	138	251	1484	902	264	109					
9	Число недействительных избирательных бюллетеней	198	4	4	18	5	6	2	0	0	8	0	15	0	0	1	20	1	6	8	2	0	0	3	10	4	0	0	13	12	45	7	3	1					
10	Число действительных избирательных бюллетеней	8743	69	66	376	357	137	219	52	207	445	51	460	189	85	374	115	542	131	136	186	227	87	147	239	148	141	241	140	270	1492	1032	261	121					
