Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Благовещенская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653					
1	"Число избирателей, внесенных в список избирателей"	25608	1354	1350	1293	1262	1312	1426	1299	1331	2192	2160	505	1229	1331	742	832	108	491	575	333	990	400	85	949	938	294	574	253					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25700	1370	1325	1290	1270	1330	1440	1310	1320	2210	2140	515	1240	1330	735	840	115	495	580	330	995	400	85	955	950	300	580	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13621	764	866	784	759	572	694	764	678	1189	1159	273	578	639	356	417	63	271	276	150	462	264	61	439	461	194	353	135					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	813	30	13	35	39	53	54	16	54	67	40	9	26	72	27	22	15	16	7	11	44	20	0	46	13	18	61	5					
6	Число погашенных избирательных бюллетеней	11265	576	446	471	472	705	692	530	588	954	940	233	636	619	352	401	37	208	297	169	489	116	24	470	476	88	166	110					
7	Число избирательных бюллетеней в переносных ящиках для голосования	813	30	13	35	39	53	54	16	54	67	40	9	26	72	27	22	15	16	7	11	44	20	0	46	13	18	61	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13620	764	866	784	759	572	694	764	678	1189	1158	273	578	639	356	417	63	271	276	150	462	264	61	439	461	194	353	135					
9	Число недействительных избирательных бюллетеней	223	13	10	12	11	7	12	6	6	13	11	6	11	12	5	8	0	4	10	2	13	8	0	10	17	5	7	4					
10	Число действительных избирательных бюллетеней	14210	781	869	807	787	618	736	774	726	1243	1187	276	593	699	378	431	78	283	273	159	493	276	61	475	457	207	407	136					
