Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Куйбышевская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605					
1	"Число избирателей, внесенных в списки избирателей"	14551	207	260	685	220	881	356	198	591	388	338	368	959	82	556	298	342	1094	104	423	525	257	118	112	654	1342	293	199	686	570	521	140	396	144	244					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13660	200	240	650	200	840	320	180	550	350	310	350	900	80	520	280	320	1050	90	400	500	250	100	100	620	1250	270	180	650	540	500	130	370	130	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7884	118	140	307	118	335	159	87	242	221	284	201	507	64	284	130	226	545	84	343	256	173	97	81	363	797	141	129	309	335	252	93	225	46	192					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2026	21	63	147	7	219	105	41	161	46	17	79	51	8	76	94	15	189	0	12	82	13	0	6	82	64	58	15	106	13	115	20	33	58	10					
6	Число погашенных избирательных бюллетеней	3750	61	37	196	75	286	56	52	147	83	9	70	342	8	160	56	79	316	6	45	162	64	3	13	175	389	71	36	235	192	133	17	112	26	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2026	21	63	147	7	219	105	41	161	46	17	79	51	8	76	94	15	189	0	12	82	13	0	6	82	64	58	15	106	13	115	20	33	58	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7882	118	140	307	118	333	159	87	242	221	284	201	507	64	284	130	226	545	84	343	256	173	97	81	363	797	141	129	309	335	252	93	225	46	192					
9	Число недействительных избирательных бюллетеней	82	2	2	3	2	4	2	2	3	2	2	1	3	0	3	1	7	9	0	2	4	3	0	0	3	5	0	3	7	1	1	0	2	1	2					
10	Число действительных избирательных бюллетеней	9826	137	201	451	123	548	262	126	400	265	299	279	555	72	357	223	234	725	84	353	334	183	97	87	442	856	199	141	408	347	366	113	256	103	200					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	185	5	5	7	5	7	3	3	7	5	5	5	7	5	7	5	8	11	1	5	5	5	5	5	7	11	3	2	7	4	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	83	0	0	7	1	2	2	0	1	0	1	2	5	2	4	4	8	11	0	5	2	5	0	1	1	11	2	0	0	1	2	0	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	60	1	1	2	1	3	4	2	1	3	0	1	0	2	1	0	2	2	1	3	2	2	2	2	1	7	1	2	2	1	1	1	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	102	5	5	0	4	5	1	3	6	5	4	3	2	3	3	1	0	0	1	0	3	0	5	4	6	0	1	2	7	3	3	5	4	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	0	0	1	2	2	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	467	7	2	20	2	51	38	0	4	15	20	11	10	0	31	24	7	21	1	22	15	8	7	0	17	28	13	8	44	24	9	2	1	5	0					
		4.71%	5.04%	0.99%	4.41%	1.60%	9.24%	14.39%	0.00%	0.99%	5.62%	6.64%	3.93%	1.79%	0.00%	8.61%	10.71%	2.90%	2.86%	1.19%	6.20%	4.44%	4.30%	7.22%	0.00%	3.82%	3.25%	6.53%	5.56%	10.60%	6.90%	2.45%	1.77%	0.39%	4.81%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	0	2	1	0	1	2	1	0	0	1	0	1	0	1	0	0	2	0	5	1	0	0	0	1	3	2	1	0	0	1	0	3	0	0					
		0.29%	0.00%	0.99%	0.22%	0.00%	0.18%	0.76%	0.78%	0.00%	0.00%	0.33%	0.00%	0.18%	0.00%	0.28%	0.00%	0.00%	0.27%	0.00%	1.41%	0.30%	0.00%	0.00%	0.00%	0.22%	0.35%	1.01%	0.69%	0.00%	0.00%	0.27%	0.00%	1.16%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1001	13	15	73	9	81	36	9	21	18	11	28	86	8	38	17	22	85	14	17	24	9	7	2	35	139	17	27	25	34	30	2	23	11	15					
		10.10%	9.35%	7.39%	16.08%	7.20%	14.67%	13.64%	7.03%	5.21%	6.74%	3.65%	10.00%	15.41%	11.11%	10.56%	7.59%	9.13%	11.58%	16.67%	4.79%	7.10%	4.84%	7.22%	2.30%	7.87%	16.14%	8.54%	18.75%	6.02%	9.77%	8.17%	1.77%	8.91%	10.58%	7.43%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	32	0	0	1	0	2	0	0	3	2	2	0	0	0	1	6	0	2	0	1	0	1	0	0	2	9	0	0	0	0	0	0	0	0	0					
		0.32%	0.00%	0.00%	0.22%	0.00%	0.36%	0.00%	0.00%	0.74%	0.75%	0.66%	0.00%	0.00%	0.00%	0.28%	2.68%	0.00%	0.27%	0.00%	0.28%	0.00%	0.54%	0.00%	0.00%	0.45%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	16	0	0	3	0	2	1	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0					
