Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Тальменская																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548					
1	"Число избирателей, внесенных в список"	37457	1272	286	371	582	372	687	80	275	587	302	1649	135	75	202	872	383	354	198	1521	554	285	1687	1713	1622	1418	218	260	1502	351	116	553	389	219	41	1259	1316	1379	1318	1269	1377	1232	1204	1149	1285	1199	1188	1151					
2	Число полученных избирательных бюллетеней	34392	1150	278	370	578	368	667	85	267	585	303	1500	122	92	194	780	380	347	194	1390	549	281	1560	1520	1460	1280	220	244	1340	346	138	552	376	221	50	1120	1175	1210	1190	1130	1270	1100	1070	1020	1140	1060	1080	1040					
3	"Число избирательных бюллетеней, выданных  досрочно"	18	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23224	814	185	240	464	286	456	71	198	433	205	1149	111	71	132	590	226	247	143	978	401	223	890	1019	831	788	161	157	1045	251	110	361	288	147	31	780	757	859	819	727	655	709	716	675	685	690	738	712					
5	"Число избирательных бюллетеней, выданных вне помещения"	1703	65	12	45	36	37	67	9	10	43	26	66	6	4	14	35	39	49	23	55	56	6	33	23	37	54	6	43	43	33	6	45	13	24	7	29	64	57	49	23	119	27	37	24	75	56	31	42					
6	Число погашенных избирательных бюллетеней	9446	271	81	85	78	45	144	5	59	109	72	269	5	17	48	155	115	51	28	357	92	52	637	478	592	438	53	44	252	62	22	146	73	50	12	311	354	294	322	380	496	364	317	321	380	313	311	286					
7	Число избирательных бюллетеней в переносных ящиках	1705	65	12	45	36	37	67	9	10	43	26	66	6	4	14	35	39	49	23	55	56	6	33	23	37	54	6	43	43	33	6	45	15	24	7	29	64	57	49	23	119	27	37	24	75	56	31	42					
8	Число бюллетеней в стационарных ящиках для голосования	23201	814	185	240	464	286	450	71	198	433	205	1143	111	71	132	590	226	247	143	978	401	223	888	1019	829	788	161	157	1045	251	110	361	288	147	31	780	757	857	819	727	655	706	716	675	685	690	737	711					
9	Число недействительных избирательных бюллетеней	320	8	5	4	9	8	9	0	3	4	3	15	0	1	2	11	1	7	2	2	11	6	13	12	13	12	5	5	6	7	1	4	3	3	1	7	3	5	13	12	17	8	14	9	4	10	7	15					
10	Число действительных избирательных бюллетеней	24586	871	192	281	491	315	508	80	205	472	228	1194	117	74	144	614	264	289	164	1031	446	223	908	1030	853	830	162	195	1082	277	115	402	300	168	37	802	818	909	855	738	757	725	739	690	756	736	761	738					
11	Число полученных открепительных  удостоверений	425	10	5	5	5	5	5	5	10	5	5	15	5	5	5	10	10	10	5	15	10	10	15	15	15	15	5	5	10	10	5	5	5	5	5	10	10	30	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	101	5	0	1	2	0	0	0	0	1	0	2	0	0	2	3	1	0	1	2	0	0	4	3	8	3	1	0	6	2	0	0	1	1	0	1	6	21	4	7	2	2	4	3	1	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	174	7	3	1	1	1	2	1	4	1	1	6	5	0	0	7	1	2	2	10	2	2	9	3	11	7	0	0	11	5	2	1	4	2	3	6	7	2	7	3	7	3	2	4	5	3	7	1					
14	Число неиспользованных открепительных удостоверений	324	5	5	4	3	5	5	5	10	4	5	13	5	5	3	7	9	10	4	13	10	10	11	12	7	12	4	5	4	8	5	5	4	4	5	9	4	9	6	3	8	8	6	7	9	9	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
