Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Родинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331					
1	"Число избирателей, внесенных в списки избирателей"	19141	450	518	457	290	764	1472	348	854	226	795	384	173	1944	1852	2091	1874	1036	1265	538	330	686	794					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18600	450	500	450	300	750	1450	350	900	200	800	400	200	1850	1700	2000	1750	1050	1250	500	300	700	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11934	402	363	315	183	565	944	245	483	158	526	278	112	1004	1120	1150	1173	617	745	355	246	431	519					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	963	15	37	23	14	42	35	14	44	9	41	18	10	80	161	80	66	79	80	37	14	31	33					
6	Число погашенных избирательных бюллетеней	5703	33	100	112	103	143	471	91	373	33	233	104	78	766	419	770	511	354	425	108	40	238	198					
7	Число избирательных бюллетеней в переносных ящиках для голосования	963	15	37	23	14	42	35	14	44	9	41	18	10	80	161	80	66	79	80	37	14	31	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11934	402	363	315	183	565	944	245	483	158	526	278	112	1004	1120	1150	1173	617	745	355	246	431	519					
9	Число недействительных избирательных бюллетеней	115	4	6	4	1	8	11	4	6	1	8	3	0	6	10	10	14	5	6	2	1	3	2					
10	Число действительных избирательных бюллетеней	12782	413	394	334	196	599	968	255	521	166	559	293	122	1078	1271	1220	1225	691	819	390	259	459	550					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	192	2	5	5	5	5	15	5	13	5	10	5	5	15	20	12	20	10	15	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	82	0	0	3	0	3	4	0	9	0	5	3	0	5	10	6	18	4	5	4	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	62	0	0	3	2	1	2	2	0	3	0	2	1	5	6	11	7	5	4	1	3	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	110	2	5	2	5	2	11	5	4	5	5	2	5	10	10	6	2	6	10	1	5	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	1315	142	27	32	16	39	120	26	67	9	46	18	13	85	106	90	102	69	111	27	10	36	124					
		10.20%	34.05%	6.75%	9.47%	8.12%	6.43%	12.26%	10.04%	12.71%	5.39%	8.11%	6.08%	10.66%	7.84%	8.27%	7.32%	8.23%	9.91%	13.45%	6.89%	3.85%	7.79%	22.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	1	2	3	1	2	3	1	5	1	4	1	0	0	0	1	6	3	3	2	2	1	1					
		0.33%	0.24%	0.50%	0.89%	0.51%	0.33%	0.31%	0.39%	0.95%	0.60%	0.71%	0.34%	0.00%	0.00%	0.00%	0.08%	0.48%	0.43%	0.36%	0.51%	0.77%	0.22%	0.18%					
20	3.Политическая партия «Демократическая партия России»	11	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	2	0	0	2					
		0.09%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.09%	0.16%	0.00%	0.00%	0.00%	0.24%	0.51%	0.00%	0.00%	0.36%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2120	37	47	154	28	134	192	47	101	66	56	52	23	134	211	168	172	101	123	73	22	87	92					
